Planets,Years,Date,Angular Separation (deg),Elongation
Saturn Mercury,182, 0182-Sep-03 00:28:00 UTC,0.05,15.697
Saturn Mercury,183, 0183-Sep-01 19:59:00 UTC,0.262,3.83
Saturn Mercury,184, 0184-Aug-30 01:43:00 UTC,1.42,9.487
Saturn Mercury,185, 0185-Aug-29 16:17:00 UTC,3.064,20.533
Saturn Mercury,185, 0185-Oct-19 01:59:00 UTC,6.858,23.985
Saturn Mercury,186, 0186-Sep-04 13:02:00 UTC,5.59,26.072
Saturn Mercury,186, 0186-Sep-15 20:32:00 UTC,5.665,16.238
Saturn Mercury,186, 0186-Oct-20 18:38:00 UTC,0.548,14.963
Saturn Mercury,187, 0187-Oct-20 00:16:00 UTC,1.769,4.326
Saturn Mercury,188, 0188-Oct-17 22:02:00 UTC,2.931,7.824
Saturn Mercury,189, 0189-Oct-17 18:34:00 UTC,3.955,17.97
Saturn Mercury,189, 0189-Nov-30 15:16:00 UTC,2.307,21.714
Saturn Mercury,190, 0190-Oct-25 05:37:00 UTC,4.862,21.407
Saturn Mercury,190, 0190-Dec-07 09:12:00 UTC,1.092,17.648
Saturn Mercury,191, 0191-Dec-07 02:14:00 UTC,2.164,7.273
Saturn Mercury,192, 0192-Dec-04 22:20:00 UTC,2.653,4.113
Saturn Mercury,193, 0193-Dec-04 03:15:00 UTC,2.444,15.023
Saturn Mercury,194, 0194-Jan-18 17:35:00 UTC,1.343,26.031
Saturn Mercury,194, 0194-Dec-05 09:47:00 UTC,7.206,24.28
Saturn Mercury,195, 0195-Jan-24 13:15:00 UTC,1.069,20.761
Saturn Mercury,196, 0196-Jan-24 02:19:00 UTC,1.37,9.763
Saturn Mercury,197, 0197-Jan-21 04:13:00 UTC,0.814,2.943
Saturn Mercury,198, 0198-Jan-19 11:57:00 UTC,0.864,15.321
Saturn Mercury,198, 0198-Feb-19 12:46:00 UTC,4.374,12.095
Saturn Mercury,198, 0198-Mar-09 11:24:00 UTC,0.329,27.628
Saturn Mercury,199, 0199-Mar-14 12:09:00 UTC,0.527,20.592
Saturn Mercury,200, 0200-Mar-13 04:16:00 UTC,0.371,8.025
Saturn Mercury,201, 0201-Mar-10 07:14:00 UTC,1.937,6.944
Saturn Mercury,202, 0202-Mar-09 14:57:00 UTC,4.463,19.412
Saturn Mercury,202, 0202-Apr-04 05:23:00 UTC,3.41,3.325
Saturn Mercury,202, 0202-Apr-30 23:42:00 UTC,0.971,24.882
Saturn Mercury,203, 0203-May-04 00:08:00 UTC,0.678,15.022
Saturn Mercury,204, 0204-Apr-30 08:46:00 UTC,2.268,1.975
Saturn Mercury,205, 0205-Apr-27 17:18:00 UTC,3.499,14.746
Saturn Mercury,206, 0206-May-15 13:06:00 UTC,0.266,12.623
Saturn Mercury,206, 0206-Jun-22 22:53:00 UTC,0.261,19.066
Saturn Mercury,207, 0207-Jun-22 01:00:00 UTC,1.606,5.733
Saturn Mercury,208, 0208-Jun-18 05:20:00 UTC,1.941,9.058
Saturn Mercury,209, 0209-Jun-17 11:24:00 UTC,1.045,21.972
Saturn Mercury,209, 0209-Aug-11 00:43:00 UTC,7.931,23.554
Saturn Mercury,210, 0210-Jun-25 16:16:00 UTC,5.054,27.278
Saturn Mercury,210, 0210-Aug-11 19:17:00 UTC,0.485,12.235
Saturn Mercury,211, 0211-Aug-09 16:32:00 UTC,0.294,1.941
Saturn Mercury,212, 0212-Aug-06 22:28:00 UTC,0.848,14.356
Saturn Mercury,213, 0213-Aug-07 13:31:00 UTC,2.87,25.036
Saturn Mercury,213, 0213-Sep-26 15:05:00 UTC,0.466,18.394
Saturn Mercury,214, 0214-Sep-28 19:16:00 UTC,0.565,9.547
Saturn Mercury,215, 0215-Sep-27 08:30:00 UTC,1.726,3.534
Saturn Mercury,216, 0216-Sep-25 10:03:00 UTC,3.074,14.189
Saturn Mercury,217, 0217-Sep-26 17:30:00 UTC,4.57,23.338
Saturn Mercury,217, 0217-Oct-25 20:40:00 UTC,1.562,3.436
Saturn Mercury,217, 0217-Nov-14 12:25:00 UTC,0.047,20.461
Saturn Mercury,218, 0218-Nov-15 15:23:00 UTC,1.53,11.283
Saturn Mercury,219, 0219-Nov-14 18:07:00 UTC,2.586,1.685
Saturn Mercury,220, 0220-Nov-12 20:14:00 UTC,3.277,10.877
Saturn Mercury,221, 0221-Nov-13 23:48:00 UTC,3.248,19.952
Saturn Mercury,221, 0221-Dec-03 18:46:00 UTC,1.121,2.252
Saturn Mercury,222, 0222-Jan-01 08:06:00 UTC,0.261,23.769
Saturn Mercury,223, 0223-Jan-02 16:16:00 UTC,1.603,14.695
Saturn Mercury,224, 0224-Jan-01 15:48:00 UTC,1.956,3.427
Saturn Mercury,224, 0224-Dec-30 00:10:00 UTC,1.556,8.546
Saturn Mercury,225, 0225-Dec-30 16:49:00 UTC,0.582,18.624
Saturn Mercury,226, 0226-Jan-10 20:28:00 UTC,3.817,8.66
Saturn Mercury,226, 0226-Feb-19 00:10:00 UTC,0.46,26.032
Saturn Mercury,227, 0227-Feb-20 02:04:00 UTC,0.831,16.007
Saturn Mercury,228, 0228-Feb-18 06:43:00 UTC,0.109,3.591
Saturn Mercury,229, 0229-Feb-14 16:59:00 UTC,1.47,10.712
Saturn Mercury,230, 0230-Feb-16 18:28:00 UTC,6.165,20.609
Saturn Mercury,230, 0230-Apr-09 21:44:00 UTC,0.518,24.146
Saturn Mercury,231, 0231-Apr-09 20:47:00 UTC,0.665,12.128
Saturn Mercury,232, 0232-Apr-05 23:40:00 UTC,2.235,3.569
Saturn Mercury,233, 0233-Apr-03 20:16:00 UTC,3.986,17.145
Saturn Mercury,233, 0233-May-23 10:46:00 UTC,7.275,24.256
Saturn Mercury,234, 0234-May-30 13:42:00 UTC,0.361,17.491
Saturn Mercury,235, 0235-May-28 12:55:00 UTC,2.02,3.369
